zip,source,json,mode,document_id,serie
z090021983400026053a3bb6__53f0deee2a92cbc2.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053a3bb6__53f0deee2a92cbc2\ad090021983400026053a3bb6.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL79900253.json,XML,DEFL79900253,DEFL
z090021983400026053ab06c__5d346e0ef1b3bf64.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053ab06c__5d346e0ef1b3bf64\ad090021983400026053ab06c.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL79930191.json,XML,DEFL79930191,DEFL
z090021983400026053b3b6a__88e1972f532ebce3.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053b3b6a__88e1972f532ebce3\ad090021983400026053b3b6a.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL79964763.json,XML,DEFL79964763,DEFL
z090021983400026053b91eb__b28ee0d4c4fbbff3.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053b91eb__b28ee0d4c4fbbff3\ad090021983400026053b91eb.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL79986587.json,XML,DEFL79986587,DEFL
z090021983400026053bf3c2__659ea8e433310d89.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053bf3c2__659ea8e433310d89\ad090021983400026053bf3c2.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80011304.json,XML,DEFL80011304,DEFL
z090021983400026053c47f4__cbf31e2836b5043d.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053c47f4__cbf31e2836b5043d\ad090021983400026053c47f4.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80033072.json,XML,DEFL80033072,DEFL
z090021983400026053d5d12__46617c0a09acb62d.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053d5d12__46617c0a09acb62d\ad090021983400026053d5d12.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80103762.json,XML,DEFL80103762,DEFL
z090021983400026053d6ed2__fd2a3eb04284b335.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053d6ed2__fd2a3eb04284b335\ad090021983400026053d6ed2.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80108172.json,XML,DEFL80108172,DEFL
z090021983400026053d746a__b36eb3c7776f89bf.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053d746a__b36eb3c7776f89bf\ad090021983400026053d746a.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80109851.json,XML,DEFL80109851,DEFL
z090021983400026053d78fb__2a2d021ed335ebf5.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053d78fb__2a2d021ed335ebf5\ad090021983400026053d78fb.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80111119.json,XML,DEFL80111119,DEFL
z090021983400026053d989d__b4403c8709a0cf8c.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053d989d__b4403c8709a0cf8c\ad090021983400026053d989d.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80118717.json,XML,DEFL80118717,DEFL
z090021983400026053da084__cb69fcb2c2714892.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053da084__cb69fcb2c2714892\ad090021983400026053da084.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80121181.json,XML,DEFL80121181,DEFL
z090021983400026053dd048__245fd9ec70cf16b3.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053dd048__245fd9ec70cf16b3\ad090021983400026053dd048.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80132892.json,XML,DEFL80132892,DEFL
z090021983400026053dd81f__282337fb8072e91b.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053dd81f__282337fb8072e91b\ad090021983400026053dd81f.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80135059.json,XML,DEFL80135059,DEFL
z090021983400026053dfa25__d457e3b46fad9d88.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053dfa25__d457e3b46fad9d88\ad090021983400026053dfa25.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80143484.json,XML,DEFL80143484,DEFL
z090021983400026053e15b2__d6a8d8fec6072374.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053e15b2__d6a8d8fec6072374\ad090021983400026053e15b2.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80150532.json,XML,DEFL80150532,DEFL
z090021983400026053e2979__881112d50563ccdb.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053e2979__881112d50563ccdb\ad090021983400026053e2979.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80155264.json,XML,DEFL80155264,DEFL
z090021983400026053e7cc4__7b50f3809030aa52.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053e7cc4__7b50f3809030aa52\ad090021983400026053e7cc4.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80175832.json,XML,DEFL80175832,DEFL
z090021983400026053ecc55__610588ad41c2a98b.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053ecc55__610588ad41c2a98b\ad090021983400026053ecc55.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80196359.json,XML,DEFL80196359,DEFL
z090021983400026053ee0da__edeed1f9d7c5dc4c.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053ee0da__edeed1f9d7c5dc4c\ad090021983400026053ee0da.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80201082.json,XML,DEFL80201082,DEFL
z090021983400026053eeea8__5a49eaadfbac72fa.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053eeea8__5a49eaadfbac72fa\ad090021983400026053eeea8.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80204821.json,XML,DEFL80204821,DEFL
z090021983400026053f09a2__efd67071eca120d1.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053f09a2__efd67071eca120d1\ad090021983400026053f09a2.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80211487.json,XML,DEFL80211487,DEFL
z090021983400026053f0fbf__8fbdb725fcc019ec.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053f0fbf__8fbdb725fcc019ec\ad090021983400026053f0fbf.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80213199.json,XML,DEFL80213199,DEFL
z090021983400026053f1aa8__f724795468ac6972.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053f1aa8__f724795468ac6972\ad090021983400026053f1aa8.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80215912.json,XML,DEFL80215912,DEFL
z090021983400026053f6111__f71a78e8df692026.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053f6111__f71a78e8df692026\ad090021983400026053f6111.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80233445.json,XML,DEFL80233445,DEFL
z090021983400026053f7206__c7c900e85ea8d10f.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053f7206__c7c900e85ea8d10f\ad090021983400026053f7206.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80237549.json,XML,DEFL80237549,DEFL
z090021983400026053f7365__95f601195d3a1db2.zip,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\extract\z090021983400026053f7365__95f601195d3a1db2\ad090021983400026053f7365.xml,C:\Users\Rentan\Desktop\RPA_RENTAN_SAFIX\output\json\DEFL80237958.json,XML,DEFL80237958,DEFL
